,label,industry,year,K_C_V01,K_C_V02,K_C_V03,K_C_V04,K_C_V05,K_C_V06,K_C_V07,K_C_V08,K_C_V09,K_C_V10,K_C_V13,K_C_V14,K_C_V15,K_C_V16,K_C_V17,K_C_V18,K_C_V19,K_C_V20,K_C_V21,K_C_V22,K_C_V23,K_C_V25,K_C_V28,K_C_V29,K_C_V30,K_C_V32,K_C_V33,K_C_V34
87,AFC,Lâm nghiệp và Giấy,2018.0,1.84,0.013076,227.631067,-270893.536426,0.057486,0.463522,0.011777,0.0534,0.082219,0.12402,4.534177,0.623512,1.656129,-0.003465,0.211247,0.0,3.076738,2.151189,0.464859,0.028299,-2.58446,0.32502,0.038321,0.433806,-0.382778,-0.405881,-0.161908,-1.224416
88,AFC,Lâm nghiệp và Giấy,2019.0,1.613808,0.242284,119.50795,-424897.579878,0.057283,0.494155,0.03381,0.311555,0.060692,0.115922,9.214989,0.602517,1.515829,0.038862,0.217874,-0.023835,3.68676,3.47969,0.287382,0.08156,-2.262964,0.271241,0.055751,2.053506,-0.07558,-0.217915,0.241272,22.441215
89,AFX,Phân phối thực phẩm & dược phẩm,2016.0,1.930674,0.003835,4.751139,-570.936062,0.486907,0.849021,0.027471,0.082463,0.059277,0.573492,3.001803,0.334553,0.50275,-0.016662,4.659403,0.0,4.67635,38.411836,0.025693,0.129775,-4.409819,0.211046,,,,,,
90,AFX,Phân phối thực phẩm & dược phẩm,2017.0,1.927731,0.005323,11.697301,-919.291424,0.306564,0.550633,0.184264,2.328124,0.06564,0.556748,12.634711,0.080273,0.087279,0.035603,2.013636,-0.003573,7.250852,33.864142,0.029135,0.132717,-6.817936,0.136072,-0.514247,-0.211007,-0.248986,-0.145676,-0.267289,0.045469
91,AFX,Phân phối thực phẩm & dược phẩm,2018.0,1.930493,0.007017,17.610549,-811.560038,0.539926,0.807844,0.012082,0.04565,0.115975,0.668354,3.778383,0.26556,0.361582,0.012224,1.981115,-0.003272,3.252023,15.139941,0.06501,0.095903,-3.074402,0.302658,1.162565,-0.112718,-0.024838,1.16945,-0.113177,0.278434
92,AFX,Phân phối thực phẩm & dược phẩm,2019.0,1.920019,0.012542,25.329314,-1517.697415,0.580628,0.838119,0.006938,0.028695,0.105258,0.692776,4.135755,0.242465,0.32007,0.000695,1.631133,-0.000216,2.813029,15.517413,0.063472,0.107621,-2.627677,0.350126,0.02705,0.071752,-0.122185,-0.133204,0.194022,0.588033
93,AG1,Hàng cá nhân,2016.0,1.900717,0.020826,10.620865,-1350.623487,0.496101,0.633474,0.122001,0.170332,0.151866,0.783142,1.396155,0.734498,2.766456,0.000341,5.256236,-0.041257,5.260091,17.183159,0.058197,0.259083,-4.737853,0.190111,,,,,,
94,AG1,Hàng cá nhân,2017.0,1.905095,0.022493,23.746466,-3234.45115,0.474946,0.634372,0.023463,0.035448,0.219154,0.748687,1.51083,0.6626,1.963845,0.000425,2.81087,-0.042245,6.612401,14.330251,0.069782,0.298052,-5.984851,0.151231,-0.232708,-0.07798,-0.030758,0.15658,-0.118111,0.041757
95,AG1,Hàng cá nhân,2018.0,1.878244,0.025417,30.685181,-3941.216677,0.527946,0.680164,0.025852,0.042524,0.226415,0.776204,1.644873,0.608636,1.555167,0.049665,2.670669,-0.037124,5.04864,11.772263,0.084945,0.324531,-4.433936,0.198073,0.098618,0.076129,-0.186078,0.02107,0.099753,-0.052181
96,AG1,Hàng cá nhân,2019.0,1.91251,0.019464,31.148155,-8538.229405,0.445914,0.6215,0.023046,0.045257,0.226126,0.717481,1.963728,0.5101,1.041232,0.059722,2.684565,-0.03178,6.7165,13.244766,0.075502,0.262032,-6.128871,0.148887,-0.329102,-0.358653,-0.072642,-0.206694,-0.355783,-0.316516
97,AGE,NULL,2017.0,1.871709,0.083415,50.138594,,0.001683,0.00339,0.340886,3.715896,0.155884,0.49651,10.900703,0.091737,0.101003,0.001981,1.165593,-0.007765,337.066821,3.639911,0.274672,0.072685,-293.888418,0.002966,,,,,,
98,AGE,NULL,2018.0,1.833683,0.089824,92.207048,,0.053629,0.117092,0.213791,0.91461,0.190893,0.45801,4.278052,0.233751,0.305059,0.011848,0.702226,-0.012187,12.184594,3.423138,0.291362,0.107246,-10.184838,0.081855,34.661631,0.651626,0.23587,0.370764,0.528709,0.388172
99,AGE,NULL,2019.0,1.838353,0.08896,82.015854,,0.068396,0.21653,0.115205,0.937618,0.103449,0.315872,8.138719,0.122869,0.140081,0.001883,0.631563,-0.007461,7.907057,5.227763,0.191286,0.08742,-6.628902,0.126469,0.744045,0.114715,0.135129,-0.258912,0.052842,0.120902
100,AGF,Sản xuất thực phẩm,2016.0,1.931332,0.001264,66.679689,-1254.426452,0.284169,0.366679,0.041282,0.062909,0.49799,0.774979,1.523882,0.675612,2.082731,0.039564,2.754538,5.3e-05,4.796382,2.736965,0.364195,0.089503,-4.481418,0.207821,,,,,,
101,AGF,Sản xuất thực phẩm,2017.0,2.004011,-0.134719,180.152083,-2567.786344,0.205594,0.265949,0.021861,0.032275,0.528022,0.773058,1.47637,0.692903,2.2563,-0.114785,1.044272,-0.00182,6.236276,2.4282,0.410791,-0.008392,-6.277094,0.159948,-0.511551,-1.0633,-0.315832,-0.28416,0.206662,-68.698042
102,AGF,Sản xuất thực phẩm,2018.0,2.022896,-0.124163,228.338302,-3487.694308,0.110339,0.150836,0.003819,0.005963,0.601423,0.731521,1.561396,0.655453,1.90236,-0.220032,0.902355,-0.001407,9.474916,1.738306,0.575107,-0.024246,-9.694657,0.105511,-0.598962,1.158991,-0.380617,-0.148874,-0.445423,-0.438436
103,AGF,Sản xuất thực phẩm,2019.0,1.863941,-0.128304,271.339011,-5340.135628,0.177257,0.280598,0.007282,0.009558,0.625733,0.631713,1.31251,0.780534,3.556519,-0.682928,0.824245,0.001829,6.021819,1.705856,0.584986,0.143292,-5.213432,0.165714,0.005084,-4.697524,-0.459502,-0.349064,0.407376,-0.339909
104,AGG,Bất động sản,2016.0,1.784764,-0.04289,339.601011,-731.971339,0.472808,0.57916,0.072016,0.080297,0.494589,0.816369,1.114985,0.982073,54.782305,-0.01368,0.544028,0.05658,0.562152,0.537395,1.860827,0.057208,-0.441156,1.778879,,,,,,
105,AGG,Bất động sản,2017.0,1.776259,0.138451,671.417372,-2794.536188,0.274968,0.319933,0.116424,0.135221,1.026935,0.859456,1.16145,0.923014,11.989446,0.011236,0.428462,-0.162798,1.467315,0.392883,2.545289,0.090271,-1.139017,0.681517,-0.371168,0.706214,0.623574,1.245097,-0.32657,-6.298429
106,AGG,Bất động sản,2018.0,1.642664,0.279407,647.314926,-3134.047826,0.023044,0.029168,0.144497,0.250524,0.643413,0.790038,1.733765,0.633642,1.729573,0.121204,0.66565,-0.162477,21.3167,0.763458,1.308464,0.175201,-13.713768,0.046863,-0.921683,0.81371,-0.057066,-0.414497,0.385561,1.296114
107,AGG,Bất động sản,2019.0,1.269633,0.972008,1635.230452,-26840.943399,0.483674,0.557399,0.025591,0.046213,0.3653,0.867735,1.805791,0.730788,2.71455,0.067483,0.15535,-0.023142,0.147292,0.195022,5.127628,0.052032,-0.039715,6.789222,48.461578,-0.300145,-0.85676,0.337919,0.197639,0.18894
108,AGM,Sản xuất thực phẩm,2016.0,1.935839,0.000288,5.347717,-602.346156,0.468886,0.615541,0.21232,0.412025,0.075175,0.761745,1.940583,0.528003,1.118659,0.061562,5.185182,-0.000688,5.471467,34.126705,0.029282,0.162924,-5.123996,0.182639,,,,,,
109,AGM,Sản xuất thực phẩm,2017.0,1.939798,0.003889,9.425709,-980.18652,0.450212,0.587934,0.191559,0.390279,0.084392,0.765753,2.037386,0.49923,0.996924,0.073143,3.116307,-0.002676,6.962644,37.144306,0.026901,0.186403,-6.54861,0.143511,-0.068706,0.109695,0.190219,0.088828,0.065459,15.014626
110,AGM,Sản xuất thực phẩm,2018.0,1.923782,0.014394,10.678998,-633.521109,0.493065,0.673001,0.075224,0.245402,0.10988,0.732636,3.262301,0.316386,0.462813,0.126428,3.293817,-0.015301,7.619664,34.191569,0.029221,0.283213,-7.045271,0.131121,-0.159473,0.166072,-0.095726,-0.000722,-0.00406,2.404448
111,AGM,Sản xuất thực phẩm,2019.0,1.914791,0.018643,14.345715,-552.770458,0.327108,0.427312,0.048414,0.11483,0.137269,0.765501,2.371843,0.428332,0.749266,0.172938,3.231932,-0.015916,8.393058,20.000362,0.049979,0.232948,-7.680914,0.119099,-0.071855,0.150734,0.011884,0.747758,0.118293,0.324113
112,AGP,Dược phẩm,2016.0,1.522223,0.08218,58.704195,-222.644492,0.274359,0.366023,0.117995,0.183593,0.371725,0.749567,1.555942,0.649359,1.851921,0.062293,2.372902,-0.05488,4.21208,3.108807,0.314272,0.537928,-2.251404,0.231954,,,,,,
113,AGP,Dược phẩm,2017.0,1.541664,0.107344,138.604899,-559.578547,0.296887,0.407342,0.035821,0.06453,0.437061,0.72884,1.80144,0.556071,1.252615,0.085715,1.120147,-0.048604,3.316874,2.253092,0.42778,0.431323,-1.864059,0.290583,0.294124,-0.041084,0.071475,0.406122,-0.110701,0.331135
114,AGP,Dược phẩm,2018.0,1.652365,0.096033,154.261874,-812.655239,0.270709,0.398255,0.035344,0.06073,0.440462,0.679737,1.718284,0.625668,1.671425,0.069644,1.073661,-0.045,3.332097,2.047914,0.473984,0.295801,-2.239406,0.291312,0.237662,-0.06913,0.486878,0.367911,-0.130007,0.112324
115,AGP,Dược phẩm,2019.0,1.667401,0.076,162.822474,-1077.258383,0.321935,0.470496,0.037674,0.066311,0.39213,0.684246,1.760117,0.607103,1.545193,0.052482,0.965643,-0.033503,2.682647,2.202426,0.438441,0.266732,-1.85412,0.359956,0.384319,0.049653,0.146149,0.036317,0.119889,-0.117982
116,AGR,Dịch vụ tài chính,2016.0,4.41113,-2.732969,156.387495,,0.0,0.0,0.116281,16.029914,0.068969,0.738006,137.855237,0.007254,0.007307,-0.338429,0.163067,-0.02401,,1.166973,0.856918,-0.194061,,0.0,,,,,,
117,AGR,Dịch vụ tài chính,2017.0,1.260204,0.441222,205.178136,,0.0,0.0,0.114964,15.941153,0.052517,0.734967,138.661845,0.007212,0.007264,-0.279537,0.108382,-0.009252,,1.981139,0.50476,0.07697,,0.0,,-1.424411,-0.894486,-0.185218,0.247356,-1.223315
118,AGR,Dịch vụ tài chính,2018.0,1.160672,0.466417,183.125303,,0.0,0.0,0.013007,0.618586,0.04618,0.938343,47.556704,0.024334,0.024941,-0.223708,0.09898,-0.009092,,2.046907,0.488542,0.079339,,0.0,,0.112231,-0.394656,-0.051161,0.217467,0.036316
119,AGR,Dịch vụ tài chính,2019.0,1.224649,0.417103,161.571378,,0.0,0.0,0.054075,0.869438,0.043644,0.842182,16.078338,0.0684,0.073422,-0.170798,0.102036,-0.008676,,2.214756,0.451517,0.074946,,0.0,,0.040335,0.574605,0.040828,0.079671,0.007107
120,AGX,Phân phối thực phẩm & dược phẩm,2016.0,1.819727,0.101432,10.823345,-106.33952,0.110638,0.273427,0.13813,0.923957,0.072138,0.404635,6.689047,0.16728,0.200884,0.254593,2.574944,-0.033827,10.994201,16.861703,0.05924,0.218166,-9.022309,0.090856,,,,,,
121,AGX,Phân phối thực phẩm & dược phẩm,2017.0,1.807567,0.136687,18.760818,-288.68576,0.131093,0.204926,0.119311,0.69611,0.069922,0.639708,5.834408,0.186339,0.229013,0.305908,1.40946,-0.039075,9.88996,18.542185,0.053914,0.249161,-7.989311,0.101081,0.349099,0.300357,0.194636,0.103609,-0.087427,0.635412
122,AGX,Phân phối thực phẩm & dược phẩm,2018.0,1.822231,0.113227,25.327281,-311.814963,0.132049,0.219257,0.109016,0.747325,0.114801,0.602257,6.855204,0.16155,0.192677,0.324221,1.364186,-0.03047,10.128611,11.650402,0.085551,0.234121,-8.355627,0.098404,-0.005389,-0.072196,0.040215,0.62117,0.215268,-0.156215
123,AGX,Phân phối thực phẩm & dược phẩm,2019.0,1.77944,0.141204,31.970861,-324.050979,0.129751,0.240343,0.126234,0.658087,0.101055,0.539859,5.213249,0.203994,0.256272,0.334297,1.25445,-0.034682,8.980595,11.530776,0.086455,0.254178,-7.021633,0.111005,0.094372,0.209166,-0.080347,-0.019602,0.033673,0.210088
124,ALP,NULL,2016.0,1.870026,-0.271342,411.471099,-7900.801322,0.176675,0.391795,0.01837,0.061156,0.358487,0.450938,3.329137,0.507754,1.031503,-0.208413,0.321327,-0.000121,0.899956,0.443531,2.253574,0.020601,-0.783354,1.110642,,,,,,
125,ALP,NULL,2017.0,1.620127,0.281035,283.958674,-5770.84914,0.179383,0.277701,0.010331,0.037424,0.462079,0.645959,3.622532,0.331287,0.495411,-0.064466,0.530641,-0.002054,3.016225,1.170927,0.85394,0.205501,-1.870629,0.331507,-0.041592,8.4162,1.288653,0.216708,-0.108376,-4.326876
126,ALP,NULL,2018.0,1.902326,0.199604,547.504676,-11002.549441,0.05634,0.11106,0.009159,0.026242,0.434624,0.507294,2.865044,0.456459,0.839788,-0.013306,0.355199,0.00685,4.564899,0.591744,1.689848,0.025111,-4.119199,0.219054,-0.569279,-0.832426,-0.051535,0.289909,-0.439073,-0.53701
127,ALP,NULL,2019.0,1.918027,0.075044,458.564257,-18009.132029,0.094662,0.192567,0.003779,0.010781,0.410617,0.491578,2.853178,0.485856,0.944979,0.017892,0.359946,-0.003707,3.398991,0.783587,1.276182,0.026375,-3.120364,0.294205,0.835495,0.147448,0.390419,0.032093,0.061308,-0.486171
128,ALT,Hàng công nghiệp,2016.0,1.84277,0.051808,34.943144,-227.739943,0.150065,0.298991,0.144192,1.714184,0.110059,0.501905,11.888201,0.084117,0.091843,0.062736,1.17345,-0.003428,3.830417,5.22277,0.19136,0.090102,-3.229998,0.26092,,,,,,
129,ALT,Hàng công nghiệp,2017.0,1.874675,0.053147,74.269751,-366.16062,0.124003,0.235717,0.129548,1.574311,0.149449,0.526067,12.152297,0.084698,0.092535,0.073914,0.656819,-0.001433,5.106957,4.237405,0.235897,0.079138,-4.468763,0.195731,-0.160002,-0.107154,0.162153,0.38037,-0.108835,0.148868
130,ALT,Hàng công nghiệp,2018.0,1.865732,0.056417,82.213005,-533.633457,0.165961,0.300416,0.129001,0.818585,0.144875,0.552439,6.345576,0.15759,0.187071,0.077413,0.669918,-0.004724,3.755293,4.30187,0.231977,0.082564,-3.257806,0.265741,0.472014,0.147468,0.073124,0.066194,0.103917,0.149019
131,ALT,Hàng công nghiệp,2019.0,1.837545,0.051042,79.474253,-376.407425,0.130686,0.24784,0.070739,0.583026,0.209674,0.527301,8.241971,0.12133,0.138084,0.094869,0.824573,-0.008721,6.292496,3.922007,0.254316,0.131819,-5.283827,0.158511,-0.231441,0.558276,0.246523,0.412554,0.434483,0.16512
132,ALV,Hàng công nghiệp,2016.0,1.83696,0.078394,238.68806,-165.954911,0.043204,0.04584,0.014291,0.034147,0.891101,0.942506,2.389434,0.418509,0.719718,0.093391,1.363014,-0.014995,15.770099,0.764596,1.30788,0.111084,-13.198949,0.063411,,,,,,
133,ALV,Hàng công nghiệp,2017.0,1.890647,0.090521,245.270262,-4074.990214,0.165625,0.196739,0.181733,0.298464,0.740624,0.841851,1.64232,0.62001,1.631647,0.054513,1.202027,-0.061712,5.215912,1.166428,0.857319,0.094469,-4.645535,0.191721,7.125963,0.802643,1.860034,0.761753,0.111131,2.103401
134,ALV,Hàng công nghiệp,2018.0,1.994063,0.149475,5353.378857,-90360.103702,0.015411,0.038598,0.00109,0.003219,1.317547,0.399272,2.952306,0.338718,0.512215,0.073111,0.127304,-0.005241,5.143909,0.060168,16.620201,0.000471,-5.113371,0.194405,-0.931622,-0.996339,-0.924736,0.3073,0.497437,-0.888648
135,ALV,Hàng công nghiệp,2019.0,1.913992,0.02816,659.540305,,0.037929,0.104104,0.013561,0.034037,1.165006,0.364341,2.509949,0.398414,0.662274,0.062095,0.705721,0.0,17.315595,0.563746,1.773847,0.056487,-15.826323,0.057751,1.683226,129.853743,7.304816,-0.03599,-0.222156,0.701631
136,AMC,Khai khoáng,2016.0,1.605467,0.080828,25.291467,-49.451609,0.111858,0.276819,0.036834,0.090371,0.273395,0.404082,2.453449,0.407589,0.688018,0.149923,3.950033,-0.013734,17.636522,7.215872,0.138553,0.778067,-10.680666,0.056688,,,,,,
137,AMC,Khai khoáng,2017.0,1.587217,0.08768,60.911766,-114.148804,0.12181,0.313701,0.002929,0.007691,0.295593,0.388298,2.626111,0.429781,0.753712,0.136199,1.708755,-0.013139,13.676897,5.636056,0.177429,0.687687,-8.031309,0.073116,0.143097,-0.072227,-0.140451,0.134935,-0.077739,-0.038397
138,AMC,Khai khoáng,2018.0,1.569564,0.084907,67.376843,-121.18841,0.111756,0.274249,0.019639,0.047322,0.316556,0.4075,2.409653,0.454032,0.831611,0.092196,1.658275,-0.013985,15.051817,5.313866,0.188187,0.724052,-8.572976,0.066437,-0.109279,0.022186,-0.049205,0.039699,0.051892,-0.050735
139,AMC,Khai khoáng,2019.0,1.537395,0.071958,74.721877,-122.756833,0.13625,0.291307,0.047327,0.109133,0.321892,0.46772,2.305946,0.466673,0.875024,0.098229,1.562348,-0.011341,11.043244,4.674371,0.213933,0.696054,-5.934584,0.090553,0.311987,0.034521,-0.091786,0.094271,0.080308,-0.184216
140,AMD,Bất động sản,2016.0,1.883637,0.041817,115.269234,-5459.232708,0.114173,0.176356,0.04685,0.123064,0.669019,0.647403,2.626766,0.439183,0.783113,0.043926,2.219875,-0.020406,9.277352,1.58325,0.604218,0.08082,-8.569481,0.103114,,,,,,
141,AMD,Bất động sản,2017.0,1.940105,0.028943,137.10591,-5689.525005,0.101191,0.207391,0.02794,0.095159,0.5813,0.487925,3.405809,0.387432,0.582615,0.075309,1.672587,-0.021368,17.256907,3.004042,0.332882,0.104575,-16.223466,0.057947,-0.188403,0.184875,0.536489,-0.204349,0.39638,0.044875
142,AMD,Bất động sản,2018.0,1.959545,0.02263,191.894177,-2367.175694,0.069478,0.086629,0.011637,0.044719,0.786522,0.802008,3.842861,0.291346,0.411127,0.052122,1.419271,-0.006329,14.482603,1.279322,0.78155,0.040566,-13.898736,0.069038,0.470114,-0.169424,0.259455,1.897082,0.882788,-0.035314
143,AMD,Bất động sản,2019.0,1.954182,0.022483,310.370238,-9860.096371,0.087309,0.120764,0.001658,0.006407,0.657775,0.722973,3.864064,0.284867,0.398341,0.058514,0.854902,-0.007811,9.41624,1.249854,0.800093,0.037668,-8.984811,0.1062,0.334978,-0.013563,-0.137006,-0.111565,-0.44423,-0.137668
144,AME,Điện tử & Thiết bị điện,2016.0,1.939429,0.007172,79.509582,-1745.95414,0.248855,0.326883,0.007417,0.010947,0.397167,0.761298,1.475969,0.695288,2.28179,0.034578,1.824642,-0.004289,3.663278,2.295321,0.435417,0.054722,-3.443382,0.272822,,,,,,
145,AME,Điện tử & Thiết bị điện,2017.0,1.954055,0.02097,120.755947,-21866.480429,0.184213,0.219513,0.041581,0.058701,0.614135,0.839186,1.411738,0.720513,2.577988,0.051851,1.55816,-0.02177,7.784273,2.334931,0.428185,0.065588,-7.42823,0.128436,-0.121563,0.42232,0.895008,0.834968,-0.069772,4.457835
146,AME,Điện tử & Thiết bị điện,2018.0,1.923795,0.028796,193.787866,-75985.979345,0.074554,0.086943,0.018832,0.025418,0.767475,0.85751,1.349709,0.753086,3.049993,0.068301,1.320405,-0.028722,15.781474,1.533051,0.652294,0.089661,-14.578851,0.063365,-0.484199,0.742245,0.012324,0.59268,0.892719,0.435939
147,AME,Điện tử & Thiết bị điện,2019.0,1.9315,0.01856,224.47462,-1524028.960482,0.262739,0.283326,0.007137,0.009912,0.650372,0.92734,1.388805,0.72593,2.648709,0.046359,1.137107,-0.016354,3.459497,1.397577,0.715524,0.062263,-3.222521,0.289059,4.78382,0.139696,0.27846,0.390789,0.353918,-0.182782
148,AMP,Thiết bị và Dịch vụ Y tế,2016.0,1.911022,0.019377,86.370406,-2159.071437,0.176964,0.200843,0.067602,0.083514,0.641505,0.881105,1.235378,0.812,4.320883,0.023539,2.71728,-0.022161,7.659726,2.112992,0.472901,0.119665,-6.983516,0.130453,,,,,,
149,AMP,Thiết bị và Dịch vụ Y tế,2017.0,1.906535,0.019507,170.849021,-4563.015347,0.227903,0.254191,0.054784,0.067079,0.611059,0.896585,1.224424,0.818982,4.525866,0.026274,1.339867,-0.023979,5.657321,2.109983,0.473245,0.118795,-5.136069,0.176504,0.386291,0.068613,0.019556,0.025347,0.054688,0.030761
150,AMS,Xây dựng và Vật liệu,2016.0,1.909051,0.022441,57.335956,,0.259499,0.378807,0.046489,0.072082,0.440881,0.685042,1.550505,0.760101,3.168423,0.027433,2.81596,-0.028471,5.407817,3.182994,0.31417,0.127631,-4.915982,0.184917,,,,,,
151,AMS,Xây dựng và Vật liệu,2017.0,1.924849,0.008739,122.358388,,0.292386,0.38939,0.034663,0.048525,0.459415,0.750882,1.399901,0.804042,4.103131,0.022289,1.355227,-0.020012,4.149006,2.640562,0.378707,0.091167,-3.837204,0.241022,0.403563,-0.110201,0.09556,0.298056,0.028112,-0.580664
152,AMS,Xây dựng và Vật liệu,2018.0,1.928248,0.01986,112.157733,,0.314981,0.389227,0.054785,0.080333,0.459453,0.809246,1.466316,0.729059,2.690844,0.028284,1.495971,-0.019683,4.029665,2.762559,0.361983,0.091072,-3.740528,0.24816,0.543762,0.431543,0.504868,0.433144,0.1403,2.407454
153,AMS,Xây dựng và Vật liệu,2019.0,1.932373,0.017023,93.518563,,0.392478,0.50064,0.103648,0.140714,0.244224,0.783952,1.357609,0.797978,3.949964,0.023742,1.289873,-0.018503,2.724087,4.377711,0.22843,0.072303,-2.539864,0.367096,0.885459,0.201315,0.28025,-0.195671,0.264571,0.09247
154,AMV,Dược phẩm,2016.0,1.64886,0.080721,115.655922,-19429.897697,0.053664,0.104363,0.10977,0.637939,0.352281,0.514206,5.811597,0.410037,0.695023,-0.446104,1.120849,0.0,10.358623,1.577956,0.628896,0.19242,-6.772976,0.095801,,,,,,
155,AMV,Dược phẩm,2017.0,1.409074,0.5465,999.687189,-5179.506059,0.036918,0.040099,0.001216,0.017596,0.93053,0.920683,14.476024,0.153767,0.181708,0.070476,0.332564,-0.000209,4.687009,0.185956,5.377628,0.102252,-1.917334,0.213356,12.990485,9.806724,2.960509,52.717065,0.227746,41.85759
156,AMV,Dược phẩm,2018.0,1.499673,0.488487,272.431704,-38865.599941,0.013186,0.024933,0.139135,1.409664,0.439632,0.528871,10.131664,0.125133,0.143031,0.373799,0.845119,-0.000329,52.458401,1.573449,0.635547,0.346095,-26.212067,0.019063,-0.439502,4.311461,6.662628,-0.258604,0.550226,4.607329
157,AMV,Dược phẩm,2019.0,1.510223,0.461005,441.039837,-3385.735083,0.018642,0.106426,0.012226,0.288827,1.022196,0.175167,23.623823,0.092188,0.101549,0.407973,0.640533,-0.000418,29.982386,0.546801,1.828698,0.273736,-15.298712,0.033351,0.89164,0.05829,0.104059,2.111092,1.426014,0.020335
158,ANT,Sản xuất thực phẩm,2016.0,1.835298,0.011482,6.334195,-669.6401,0.274669,0.704966,0.043286,0.106942,0.044288,0.38962,2.470567,0.735265,2.777366,0.015474,2.611245,-0.009705,4.645694,28.811873,0.034708,0.210164,-3.880539,0.215253,,,,,,
159,ANT,Sản xuất thực phẩm,2017.0,1.874594,-0.060216,19.106009,-1332.548523,0.295764,0.701201,0.029837,0.057249,0.081277,0.421797,1.918715,0.815102,4.408377,-0.072944,1.207614,0.0,4.104488,14.936084,0.066365,0.142854,-3.621488,0.241501,0.040963,-0.342898,-0.028528,0.774102,-0.034555,-5.823169
160,ANT,Sản xuất thực phẩm,2018.0,1.83665,0.00427,19.797111,-1305.731181,0.203418,0.51933,0.090041,0.181089,0.079486,0.391692,2.011188,0.77921,3.529181,-0.078691,1.490518,0.0,7.88032,20.166916,0.049586,0.261848,-6.593073,0.126898,-0.407855,0.578132,0.078026,-0.158003,0.033227,-1.080621
